,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2023-05-24 00:00:00-04:00,30.19039269854062,30.58713630992968,29.786655566782457,30.51818084716797,721419000,0.0,0.0
1,2023-05-25 00:00:00-04:00,38.497991938105514,39.454371441773645,36.61121702902255,37.955345153808594,1543911000,0.0,0.0
2,2023-05-26 00:00:00-04:00,37.865408555661546,39.14457660817056,37.52562906518615,38.92072296142578,714397000,0.0,0.0
3,2023-05-30 00:00:00-04:00,40.56865175565744,41.91077854478706,39.92307115381186,40.084964752197266,923401000,0.0,0.0
4,2023-05-31 00:00:00-04:00,39.462370269421555,40.26884571341783,37.79745117886432,37.809444427490234,1002580000,0.0,0.0
5,2023-06-01 00:00:00-04:00,38.46401952597585,40.02400727959351,38.31511796351833,39.74419021606445,635873000,0.0,0.0
6,2023-06-02 00:00:00-04:00,40.070976234421984,40.47371455603789,39.032649105745655,39.301475524902344,482731000,0.0,0.0
7,2023-06-05 00:00:00-04:00,38.88375307640513,39.539325641442396,38.68188448589062,39.14558410644531,396094000,0.0,0.0
8,2023-06-06 00:00:00-04:00,38.804802160748494,39.13458601689933,38.123241741889736,38.62891387939453,388729000,0.0,0.0
9,2023-06-07 00:00:00-04:00,38.89376845678286,39.47744945385498,37.33561714302101,37.454551696777344,511998000,0.004,0.0
10,2023-06-08 00:00:00-04:00,37.703420255024895,38.842797765126164,37.48454176498526,38.488990783691406,417772000,0.0,0.0
11,2023-06-09 00:00:00-04:00,39.01569674007006,39.68932873307715,38.545955805851406,38.748844146728516,427717000,0.0,0.0
12,2023-06-12 00:00:00-04:00,39.17861302696572,39.50843099459079,38.59692983734383,39.46045684814453,388701000,0.0,0.0
13,2023-06-13 00:00:00-04:00,40.164076100144555,41.0785778084364,39.71832028335553,40.99961853027344,613208000,0.0,0.0
14,2023-06-14 00:00:00-04:00,40.801719331101694,42.97653034590361,40.52986461821317,42.973533630371094,740465000,0.0,0.0
15,2023-06-15 00:00:00-04:00,42.57875935956908,43.265384836246646,42.12400575806211,42.629730224609375,568622000,0.0,0.0
16,2023-06-16 00:00:00-04:00,43.426294660759105,43.69714671301747,42.63772367115166,42.66870880126953,655709000,0.0,0.0
17,2023-06-20 00:00:00-04:00,42.974540163328015,43.96599947936296,42.65071563542564,43.784095764160156,451153000,0.0,0.0
18,2023-06-21 00:00:00-04:00,43.47725969177767,43.591199705233926,42.0570375518233,43.021507263183594,551603000,0.0,0.0
19,2023-06-22 00:00:00-04:00,42.22994393165169,43.402304245478625,42.2109571046696,43.00152587890625,417737000,0.0,0.0
20,2023-06-23 00:00:00-04:00,42.440832245341774,42.78564141996851,41.99207590923577,42.185970306396484,358140000,0.0,0.0
21,2023-06-26 00:00:00-04:00,42.43782951394114,42.74066558376808,40.078117742451454,40.60982894897461,594322000,0.0,0.0
22,2023-06-27 00:00:00-04:00,40.77673742484644,41.91711366832996,40.42593102539138,41.8531494140625,462175000,0.0,0.0
23,2023-06-28 00:00:00-04:00,40.637818733572594,41.822173657024464,40.495897906410136,41.09457015991211,582639000,0.0,0.0
24,2023-06-29 00:00:00-04:00,41.53532693406014,41.57730383820015,40.57784938235287,40.79972839355469,380514000,0.0,0.0
25,2023-06-30 00:00:00-04:00,41.657256974665316,42.52678117830855,41.47835379473084,42.27891540527344,501148000,0.0,0.0
26,2023-07-03 00:00:00-04:00,42.4938054204214,42.874598104799084,42.178978624337354,42.389862060546875,198209000,0.0,0.0
27,2023-07-05 00:00:00-04:00,42.112011067613764,43.15344240900505,42.062039108236945,42.293914794921875,323618000,0.0,0.0
28,2023-07-06 00:00:00-04:00,41.82117097723614,42.15598728056081,41.32344159639819,42.08002853393555,303582000,0.0,0.0
29,2023-07-07 00:00:00-04:00,42.298907804592,43.19042323587049,42.156986987539184,42.47980880737305,355881000,0.0,0.0
30,2023-07-10 00:00:00-04:00,42.633723309603205,42.787638599844065,41.6262701482501,42.156982421875,353908000,0.0,0.0
31,2023-07-11 00:00:00-04:00,42.45782138833829,42.734670684336905,42.04404961503228,42.38186264038086,298244000,0.0,0.0
32,2023-07-12 00:00:00-04:00,43.00952257917707,43.91103088418023,42.753661731653004,43.878047943115234,481277000,0.0,0.0
33,2023-07-13 00:00:00-04:00,44.49371584363228,46.12982004252078,44.46772905127002,45.95191955566406,478204000,0.0,0.0
34,2023-07-14 00:00:00-04:00,46.55758543157375,48.061765401261425,45.0354175393941,45.44419479370117,772075000,0.0,0.0
35,2023-07-17 00:00:00-04:00,46.26374664142169,46.47063062366615,45.23730653549651,46.43564987182617,510488000,0.0,0.0
